Song ID,Canonical Title,Canonical Artist,MusicBrainz Work ID,Primary Recording ID,Preferred Primary Release,First Published Year,Genre Family,Default Mood Tags,Default Event Tags,Default Situation Tags,Notes
SF4DE2AC306D9,Take on Me,Berk & The Virtual Band,,RE0086730A96F,Very Ballroom 7,2021.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SA5E39FB34160,Viva la Vida,Berk & The Virtual Band,,RC2F6F829FF40,"Jazz Chill, Vol. 3",2007.0,Lounge,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S0E0D93650EC7,Wonderwall,Berk & The Virtual Band,,R7D5913602667,"Jazz Chill, Vol. 3 (Cover Nominees)",2024.0,Lounge,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SDF168B4D30F1,Billie Jean,Berk & The Virtual Band & Jazz Chill,,RF7B3C5071E0E,5:06,2006.0,Lounge,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SE50FA04B04EB,Personal Jesus,Berk & The Virtual Band & Jazz Chill,,R432620B5BA4E,3:35,2006.0,Lounge,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SBFE3CBC18A9D,Roxane,Berk & The Virtual Band & Jazz Chill Vol.6,,R13D5EA689919,4:06,2020.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SEF7F41AFF9A4,Dancing Monkey,Berk & The Virtual Band & Jazz Chill Vol.7,,RDC1965ADAF48,3:56,2021.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S771BD49D7702,Enjoy the Silence,"Berk & The Virtual Band & Jazz Chill, Vol. 3",,R9E88A43A3105,3:53,2010.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SAEFEAD0BA2FE,Viva La Vida,"Berk & The Virtual Band & Jazz Chill, Vol. 3",,RBBFAAD471C91,4:23,2010.0,Lounge,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SD36A16010E83,Wonderwall,"Berk & The Virtual Band & Jazz Chill, Vol. 3",,R2A6782A6314F,2:46,2007.0,Lounge,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SE95F832CB79A,Forever Young,"Berk & The Virtual Band & Jazz Chill, Vol. 4",,R9CAC591F7C92,3:50,2012.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SD95090710386,Englishman in New York,"Berk & The Virtual Band & Jazz Chill, Vol.5",,R7AD50645E055,4:40,2016.0,Lounge,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S4EEDB8A510EE,Send Me an Angel,"Berk & The Virtual Band & Jazz Chill, Vol.5",,R4BB7E8D29D57,3:42,2016.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S55F5DADB29BA,Relax,Berk & The Virtual Band & Relax,,R58E464AE9551,3:04,2019.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S3208F1EB09A2,Take On Me,Berk & The Virtual Band & Take On Me,,R783F0C9071A2,4:24,2020.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S23AB55D2AE4B,Take My Breath Away,Berlin,,R9A538F251918,NOW Presents: The 80s,2001.0,pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SF08563F57481,The Metro,Berlin,,R617547161CF0,Pleasure Victim,1981.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S053074387A17,Autoradio 2,BERNHARD REISS,,R0C3CCA2D71B8,Aether,1998.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S83A432D671FC,The Lotus,Berry Weight,,R31C5A6850E99,Music for Imaginary Movies,2010.0,Trip-Hop,Chill; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SBF1E30404EBC,Yeti's Lament,Berry Weight,,R3209F17E09E4,Café del Mar Jazz 4,2016.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S097AFE6F14D0,Es kann nicht ewig Winter sein,Bersarin Quartett,,RCB2B98178CC6,Bersarin Quartett,2008.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S4D1D5D183DD2,Mehr als alles andere,Bersarin Quartett,,R36926A3F02DD,Bersarin Quartett,2010.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S975F050B067F,A Little Respect,Beth,,REF37DD0C3304,Uncovered (Acoustic),2017.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SA093989E2275,The Scientist (Acoustic),Beth,,RFA38625621E4,The Scientist (Acoustic) (Cover Nominees),2025.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S58755848F300,Yellow (Acoustic),Beth,,R5A37861930A4,Yellow (Acoustic) (Cover Nominees),2025.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB730C6F9D7AA,A Little Respect,Beth & Uncovered (Acoustic),,R76AD631C1B12,2:34,2017.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S37D691830194,A Little Respect,Beth feat. Uncovered (Acoustic),,RDE64D90E1499,Uncovered (Acoustic),2017.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S1EFFDE207A15,Caught Out In The Rain,Beth Hart,,R9AFEC94705FE,Bang Bang Boom Boom,2012.0,Blues,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB203E168CEB8,Kashmir,Beth Hart,,R666F5EE4D6F1,A Tribute To Led Zeppelin (Cover Nominees),2023.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S277F7F6B5F7A,No Quarter,Beth Hart,,R776F829E1569,A Tribute To Led Zeppelin (Cover Nominees),2023.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S7DEE9FB0CFCF,The Rain Song,Beth Hart,,RB9273A8EA3F4,A Tribute To Led Zeppelin (Cover Nominees),2023.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SF7244B6C8CCC,Kashmir,Beth Hart & A Tribute To Led Zeppelin,,RC8953CBA96DA,8:16,2022.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SE257BA158B10,No Quarter,Beth Hart & A Tribute To Led Zeppelin,,R2D43EBCA41B4,3:23,2022.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S7B1502701758,The Rain Song,Beth Hart & A Tribute To Led Zeppelin,,R2D4A01D042DE,7:54,2022.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB2C94C8CB91A,Kashmir,Beth Hart feat. A Tribute To Led Zeppelin,,R7804C4092272,A Tribute to Led Zeppelin,2022.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S3F7FE58A01C8,No Quarter,Beth Hart feat. A Tribute To Led Zeppelin,,R42C184C8F6CC,A Tribute to Led Zeppelin,2022.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S68F4A0475F18,The Rain Song,Beth Hart feat. A Tribute To Led Zeppelin,,R1F38A6FC8765,A Tribute to Led Zeppelin,2022.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S9B135B5659FE,Anywhere,Beth Orton,,R9FB89BC4C345,J. Jill Songbook,2003.0,Trip-Hop,Chill; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S154DC12F1368,Concrete Sky,Beth Orton,,R77E4370AC31D,Daybreaker,1999.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SCC3D18510544,Concrete Sky (acoustic),Beth Orton,,R8BB06580B313,The Other Side of Daybreak,2003.0,Adult Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S8FCB100F759B,She Cries Your Name,Beth Orton,,RF0DF30D25546,On the Mountain 4,1998.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S2B55A453A791,Central Reservation - Spiritual Life - Ibadan Edit,"Beth Orton, Joaquin "" Joe"" Claussell, Jerome Sydenham",,RE82BA53E0EA5,Pass In Time- The Definitive Collection,2003.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S90F34CB9EDE7,Bicycle Race,Between the Buried and Me,,R5436743EB586,The Anatomy Of,2006.0,Metal,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB4C613859099,Come as You Are,Beverley Knight,,R8A9D09B05DD2,Voice: The Best of Beverley Knight,2004.0,Hip-Hop/Rap,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S23D60ABB2DA4,6 Underground - Sneaker Pimps (Drum and Bass Remix) - Beyond Hyperion,Beyond Hyperion,,RC1D3446FB397,1000 fragments,1995.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SC2337C7EFCBD,6 Underground - Sneaker Pimps (Drum and Bass Remix) - Beyond Hyperion,Beyond Hyperion & 5:24,,RCEBE7412A88B,1000 fragments,1995.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S080DE1881819,6 Underground - Sneaker Pimps (Drum and Bass Remix) - Beyond Hyperion,Beyond Hyperion feat. 5:24,,R26F1A98EFB41,1000 fragments,1995.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S7E3444E8F520,Apricots,Bicep,,R5C5FFF44DAD6,Isles,2020.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SCE24F4A25B40,Glue,Bicep,,R15E9DD7B109A,Bicep,2018.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SCDCE4A09FE22,Black Chandelier,Biffy Clyro,,R61086529C00C,Opposites,2018.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S4A83B5C700C8,Chance,Big Country,,R73FE2CD12DA6,The Crossing (Deluxe Edition),1983.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S13CC6A5BC5FA,In A Big Country,Big Country,,R7B4BDDDB33F8,The Crossing,1983.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB876E4C4F657,In a Big Country (2 Meter Session),Big Country,,RBCF6FFCD1A29,Jan Douwe Kroeske presents: The Best of 2 Meter Sessions 1987-2009,1987.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S774E9B26DA88,In A Big Country (Radio Edit),Big Country,,RAA9C7E8D2B89,Through A Big Country: Greatest Hits,1990.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SC7A8C9617129,Woodstock (2 Meter Session),Big Country,,R60C7A4BBF257,"Jan Douwe Kroeske presents: 2 Meter Sessions, Vol. 6",2019.0,Folk-Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S718E3D5BB95D,Dangerous,Big Data,,RED1BAF5916CE,& Joywave 1.0,2016.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SBB81E54003F3,Dangerous,"Big Data, Joywave",,RF73490AB0F58,"2.0 (Playlist: July 25, 2019 Random Upbeat)",2019.0,"July 25, 2019 Random Upbeat",,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S93FB03A8D35C,Boom Boom,Big Head Todd and The Monsters,,R084D591014A3,The Waterboy,1998.0,rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S00921B3A55ED,Circle (2 Meter Session),Big Head Todd and the Monsters,,R029C3ADDDADE,"Jan Douwe Kroeske presents: 2 Meter Sessions, Vol. 6",2019.0,Indie Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S9E2A0A25F9BA,Don't Tell Me You Love Me,Big Sean,,R3E6CCD0ECBE6,Finally Famous,2021.0,hip hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S7DCA8812C9D2,La Marinada,Bill Laurance & Michael League Where You Wish You Were,,R8C937E540D82,Where You Wish You Were,2023.0,Jazz,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SA50DFE325FAB,La Marinada,"Bill Laurance, Michael League",,R936C1E594CBD,Where You Wish You Were,2023.0,Jazz,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB3021948FB04,Ain't no sunshine,Bill Withers,,R396C6E69DB3A,Just As I Am,1971.0,R&B/Soul,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S541FA691C96D,Lovely Day,Bill Withers,,RCEF201B1D7E3,Menagerie,1999.0,R&B/Soul,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S1A3E12D9322C,"Lovely Day (7"" Sunshine Mix)",Bill Withers,,RBA3058F446AB,80s 100 Hits,1977.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SFB9D7AAC477E,Use Me,Bill Withers,,RC992B3229976,Lean on Me: The Best of Bill Withers,2004.0,R&B/Soul,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S6572FFC6E1F3,Like a Prayer (Acoustic Version) [Madonna Cover],Billboard Top 100 Hits,,R35F0754D6A75,"Acoustified Hits, Vol. 9",2016.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SFD38E179AB1A,Like a Prayer (Acoustic Version) [Madonna Cover],"Billboard Top 100 Hits & Acoustified Hits, Vol. 9",,R8D226BD361DD,3:44,2024.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SBDCDAC60991D,Like a Prayer (Acoustic Version) [Madonna Cover],"Billboard Top 100 Hits feat. Acoustified Hits, Vol. 9",,R44AF4E37B629,Like a Prayer,2026.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S28EF29F9FA46,bad guy,"Billie Eilish WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",,RCAB9CD8A6FC0,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S0F2F34081050,Speak Low - Bent Remix,Billie Holiday,,R4C6C60718423,Verve Remixed 3,2005.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SDBC324B56B8E,Kiss the Rain,Billie Myers,,R277631168D80,"Growing, Pains",1997.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S3258509FC6D7,Don't,Billy Currington,,RF4B76929B94D,ICON (Walmart CWD),2008.0,Country,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB7027E56A595,Good Directions,Billy Currington,,R8302A2BEBDF8,ICON (Walmart CWD),2005.0,bluegrass,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S1E2AFACD2844,I Got A Feelin,Billy Currington,,RF7F150321B21,ICON (Walmart CWD),2003.0,Country,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S188426D376EF,Must Be Doin' Somethin' Right,Billy Currington,,R14EC777897B1,ICON (Walmart CWD),2005.0,Country,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S4B12A3CD8951,People Are Crazy,Billy Currington,,RC7CF04451F96,ICON (Walmart CWD),2019.0,Country,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SE6542D31F60C,She's Got A Way With Me,Billy Currington,,RF3FCBB57ECE7,ICON (Walmart CWD),2005.0,country,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB556D43CC236,Swimmin' In Sunshine,Billy Currington,,R13B6E35CC8E7,ICON (Walmart CWD),2008.0,Country,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SEEFB089FECD4,Tangled Up,Billy Currington,,R8E3329F8F3D7,ICON (Walmart CWD),2003.0,Country,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB04C2F931A2F,That's How Country Boys Roll,Billy Currington,,R9D40CB32CAB6,ICON (Walmart CWD),2008.0,Country,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S4E289F889751,Walk A Little Straighter,Billy Currington,,R96BEB1797CB5,ICON (Walmart CWD),2011.0,Country,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SA2CA0D85C331,"Why, Why, Why",Billy Currington,,R25E56AB93DB6,ICON (Walmart CWD),2005.0,Country,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S1196B80288DA,Blue Highway,Billy Idol,,R4896DA1632E3,Rebel Yell,1991.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S81B0EC0714B3,Catch My Fall,Billy Idol,,RD8852146E114,Rebel Yell,1983.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SCAF5FC72F0BC,Cradle of Love,Billy Idol,,RE9FF5AB109A4,Charmed Life,1990.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S578B7C33E016,Dancing With Myself,Billy Idol,,R3EA1D9F14A42,Billy Idol,1980.0,Punk,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S92131ADC190C,Dancing With Myself (EP Version),Billy Idol,,R50D85BFB9A20,& Generation X Don't Stop EP,1980.0,Punk,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S85990376316F,Don't You (Forget About Me),Billy Idol,,R28EBA2BA07EA,Greatest Hits,2001.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SC943EF8BD023,Eyes Without A Face,Billy Idol,,R6178D8D0D05D,Rebel Yell,1983.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SBCBAE1E62D30,Eyes Without A Face (Remastered 1999),Billy Idol,,R699D4767346D,Greatest Hits (Playlist: Liked videos),1999.0,"July 25, 2019 Random Upbeat",,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S85DACAA3138E,Flesh For Fantasy,Billy Idol,,RAEDE628683E0,Rebel Yell,2003.0,rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S854DC675D285,Hot in the City,Billy Idol,,R2289BD35574F,Billy Idol,1982.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SD2624B820071,Rebel Yell,Billy Idol,,RF8ADB72061AB,"Rebel Yell (Playlist: July 25, 2019 Random Upbeat)",2019.0,"July 25, 2019 Random Upbeat",,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S3A3AA06CE11D,Rebel Yell (Acoustic Live On KROQ/1993 / Remastered 2001),Billy Idol,,R5B319B5A8BC6,Greatest Hits (Cover Nominees),1993.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SAB396645BE5C,Red Hill Mining Town,Billy Idol,,RAA8E3ACBF085,,,,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S44E50C248E62,Red Skies,Billy Idol,,R5ACED06B0BA0,"The Best Of The Biscuit, King Biscuit Flower Hour",1983,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SC598B28622C1,White Wedding (Pt. 1),Billy Idol,,R14CD362BD53D,Billy Idol,1982.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S556AE4CC1D6E,Rebel Yell,Billy Idol (This is his original song),,R42E2A1F682E3,Rebel Yell,1983.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SEEB0A2274CA8,Rebel Yell,Billy Idol -  Rebel Yell (Live In New York),,R3C9C36248022,Spice Shack,1983.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SD4C62E206E67,Dancing With Myself (EP Version),"Billy Idol, Generation X",,R943E3000C284,Don't Stop EP,1980.0,Punk,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SCC2060C79171,It's Still Rock and Roll to Me,Billy Joel,,R55575489C0E1,The Essential Billy Joel,1980.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S24F29222192B,Uptown Girl,Billy Joel,,RA4B31164E95B,The Essential Billy Joel,1983.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SD795CACD5BDB,You May Be Right,Billy Joel,,RC25992D24FAC,Glass Houses,1980.0,Rock,Intense; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S06FD2DEEB459,"Get Outta My Dreams, Get Into My Car",Billy Ocean,,R1DFAEB200C52,Sounds of the Eighties: 1986-1989,1986.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SA9400DFE96E9,Achy Breaky Heart,Billy Ray Cyrus,,R1EFCE97CBE7C,SingStar '90s,2007.0,Country,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S24D2B8C6F1A7,All Night Long,Billy Squier,,RA4AF9F0C0D7C,Signs of Life,1984.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SFCACBFCA06AB,Angry,Billy Squier,,R0161C3B73954,Tell the Truth,1993.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S57147EDD49A0,Everybody Wants You,Billy Squier,,R92AAD4802A04,Emotions in Motion,1982.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SA06E6BAEB5D3,In The Dark,Billy Squier,,R2EB1CE267837,"Don't Say No (Playlist: October 27, 2019)",2019.0,"October 27, 2019",,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S34B19AACB98D,In Your Room,Billy Squier,,R5B874FF2C854,Harder On A Woman - Single,2023.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S66BED34D11C2,Lonely Is the Night,Billy Squier,,R46A720BB7C90,King Biscuit Flower Hour,1996.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S1F5B5F9544FF,My Kinda Lover,Billy Squier,,R045E474820B3,Don't Say No,1981.0,rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S223D0D2BB224,1901,Birdy,,R8D26CE9ADE94,Birdy (Deluxe Version) (Cover Nominees),1901.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB4B053EB3218,I Only Want to Be with You,Birdy,,R70DE43DD1E1B,I Only Want to Be with You (Cover Nominees),2025.0,Singer/Songwriter,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S965BBFF1C948,The District Sleeps Alone Tonight,Birdy,,RFBCF824A3202,Birdy,2011.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S0D757C934B11,When Doves Cry,Birdy,,RE8A260582B8B,Portraits,2023.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S0F3A180BE6BD,When Doves Cry (Live For BBC Radio 2),Birdy,,REEDD4719CAE3,Portraits (+ Remixes) (Cover Nominees),2025.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S00B59C43000A,Young Blood,Birdy,,RA53730AC8B58,Birdy (Cover Nominees),2025.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S22D421C67D0F,Young Blood,Birdy & Birdy,,RC7C3161CFF55,4:05,2011.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SD08588EC6FEB,1901,Birdy & Birdy (Deluxe Version),,RB1A7FB161205,5:12,1901.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S50CC6892FB80,I Only Want to Be with You,Birdy & I Only Want to Be with You,,R0B9FABBA9FBA,2:52,2021.0,Singer/Songwriter,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SE435652549B9,When Doves Cry (Live For BBC Radio 2),Birdy & Portraits (+ Remixes),,RE3FE3842A661,3:20,1984.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S0896DAF1B342,Young Blood,Birdy feat. Birdy,,R47B338789B56,Birdy,2011.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SC58136B1F699,1901,Birdy feat. Birdy (Deluxe Version),,RF35A79259E28,Wishes (Deluxe Version),1901.0,Dance,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S4B834FB6CE88,I Only Want to Be with You,Birdy feat. I Only Want to Be with You,,RBDE00589D773,I Only Want To Be With You,2021.0,Singer/Songwriter,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB2E72F83E079,When Doves Cry (Live For BBC Radio 2),Birdy feat. Portraits (+ Remixes),,RA467F9199FE4,Portraits (+ Remixes),2023.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S935316957B6B,A Moment,Bitter:Sweet,,RDD52ACB9298C,Drama,2008.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S745E9F2F7E99,Bittersweet Faith,Bitter:Sweet,,R0D8D8D5D5111,The Devil Wears Prada,2006.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S21E808920B1D,Bittersweet Faith - Thievery Corporation Remix,Bitter:Sweet,,R1AAA08ABCE43,The Remix Game,2007.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S0FF25FC1D5B7,Come Along With Me,Bitter:Sweet,,RD2E051FD4CBD,Drama,2008.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S4E5C3763FD4E,Dirty Laundry,Bitter:Sweet,,R08010E295B47,The Mating Game,2006.0,electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB295DCEF57F6,Don't Forget To Breathe,Bitter:Sweet,,R0CE1C08146C3,The Mating Game,2007.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
