Status,Active CSV Line,Title,Artist,Album,Spotify ID,Spotify Track ID
safe_to_copy_spotify_id_to_spotify_track_id,832,The Scientist (Acoustic),Bailey Rushlow,The Scientist (Acoustic),2DVc5DRl0MhiU4Q62gHI2W,
already_same,833,Intro,Bajka,In Wonderland,1nJWUTPG6oQKsnjxKcN8gt,1nJWUTPG6oQKsnjxKcN8gt
already_same,834,The Baker's Tale,Bajka,In Wonderland,5t4hUNIy6FPLDq8QM26lAs,5t4hUNIy6FPLDq8QM26lAs
already_same,835,The Barrister's Dream,Bajka,In Wonderland,4QIfMJkSaUeFeiFUka5EyZ,4QIfMJkSaUeFeiFUka5EyZ
already_same,836,The Bellman's Speech,Bajka,Bajka in Wonderland,2uPI6hbeKGdE60wVznrIKG,2uPI6hbeKGdE60wVznrIKG
conflict_spotify_id_differs_from_track_id,837,The Hunting,Bajka,Electro Swing Essentials,56wBVMMnECptDP99GJaZBF,7p4mDVPONbVCvC6mQqeDM0
already_same,838,The Landing,Bajka,In Wonderland,4XwKOtLmKLOPCWx07RKYKe,4XwKOtLmKLOPCWx07RKYKe
already_same,839,Zitarrosa,Bajofondo,Mar Dulce (Bonus Track Version),1U8Ne0wsPio5SMDZv5bwJw,1U8Ne0wsPio5SMDZv5bwJw
safe_to_copy_spotify_id_to_spotify_track_id,840,Baianá,Bakermat,The Ringmaster,17B9XlyyYDKkTmPay4z02V,
safe_to_copy_spotify_id_to_spotify_track_id,841,Heat,Balligomingo,Beneath The Surface,2hSBxKtYHueD2elr3FJoeH,
safe_to_copy_spotify_id_to_spotify_track_id,842,Purify,Balligomingo,Beneath The Surface,3Iso32U6HrhRelVVoK7TWK,
already_same,843,The Winter,Balmorhea,Rivers Arms (Deluxe Edition),1LlEw7wp9AOX0ZkgoOEMxd,1LlEw7wp9AOX0ZkgoOEMxd
safe_to_copy_spotify_id_to_spotify_track_id,844,Tarzan Boy,Baltimora,Living In The Background,273uCXd7NPrInaiNqtkOrA,
safe_to_copy_spotify_id_to_spotify_track_id,845,Cruel Summer,Bananarama,Bananarama (Collector's Edition),2EGaDf0cPX789H3LNeB03D,
already_same,847,Farewell Ferengistan,Banco De Gaia,Farewell Ferengistan,4Q3UUw03clXJctccwNgKl3,4Q3UUw03clXJctccwNgKl3
already_same,848,We All Know The Truth (You Have God),Banco De Gaia,Farewell Ferengistan,1DPfjqCOFuUY6eePz6GzDB,1DPfjqCOFuUY6eePz6GzDB
safe_to_copy_spotify_id_to_spotify_track_id,849,Evacuate the Dancefloor,Banda Do Sul,Vintage Cafe - Jazz & Lounge Blends Vol. 4,17Z6N4lgQFkpezBXQfwoAT,
safe_to_copy_spotify_id_to_spotify_track_id,850,How Much I Feel,Banda Do Sul,Michelle Simonal,0HD8j9FcWEepEDWy3Y7d3j,
safe_to_copy_spotify_id_to_spotify_track_id,851,How Much I Feel,Banda Do Sul & Michelle Simonal,How Much I Feel,0HD8j9FcWEepEDWy3Y7d3j,
already_same,855,Follow,Bang Gang,Something Wrong,3eaMMbsrmeaYLUPJ8IJXsF,3eaMMbsrmeaYLUPJ8IJXsF
already_same,856,Inside,Bang Gang,Something Wrong,76fLNi64MTonSw7esUYvno,76fLNi64MTonSw7esUYvno
safe_to_copy_spotify_id_to_spotify_track_id,858,Beggin For Thread,BANKS,Goddess (Deluxe),4PvD06Pmbm2rHG2JjSlElF,
already_same,859,Brain,Banks,Goddess (Deluxe),4dDoIid58lgImNuYAxTRyM,4dDoIid58lgImNuYAxTRyM
safe_to_copy_spotify_id_to_spotify_track_id,860,Waiting Game,BANKS,Goddess,27mT3JdR3sRJyiMBFHdhB4,
safe_to_copy_spotify_id_to_spotify_track_id,861,Billie Jean,Barbara Mendes,Michael in Bossa,65g1FyGdvvZ87sMmi08nlx,
safe_to_copy_spotify_id_to_spotify_track_id,862,Hard Time Killing Floor (2 Meter Session),Barrelhouse & Altai-Hanghai,"Jan Douwe Kroeske presents: 2 Meter Sessions NL, Vol. 1",6BTi0GElHvi0gqVtTd0JJU,
safe_to_copy_spotify_id_to_spotify_track_id,863,Even Now,Barry Manilow,Greatest Hits,5ysB8OZ3b5GRTxX4YEJaX1,
safe_to_copy_spotify_id_to_spotify_track_id,864,Eve of Destruction,Barry McGuire,One Hit Wonders,1Zi2ezNOqt9y9irC11xYpN,
safe_to_copy_spotify_id_to_spotify_track_id,865,"Can't Get Enough of Your Love, Babe",Barry White,"Disco Nights, Volume 8: Dance Floor Hits",3mWpUEBYnv9SIFWfixSJFx,
safe_to_copy_spotify_id_to_spotify_track_id,868,Fascinating Rhythm (The Loud Edit),Bass-O-Matic,Fascinating Rhythm,5annSCxR0RGIJHjGYjr0PF,
safe_to_copy_spotify_id_to_spotify_track_id,869,All I Ever Wanted (DJ Alex extended mix),Basshunter,Put Your Hands Up! Volume 4,1u3pIDq5Ifu88vwNtpsUc6,
safe_to_copy_spotify_id_to_spotify_track_id,872,Bad Blood,Bastille,Bad Blood,2HHiH52OPxe8qyVO7N4uH7,
safe_to_copy_spotify_id_to_spotify_track_id,873,Pompeii,Bastille,"Bad Blood (Playlist: July 25, 2019 Random Upbeat)",3gbBpTdY8lnQwqxNCcf795,
safe_to_copy_spotify_id_to_spotify_track_id,874,Daniel,Bat for Lashes,Two Suns,3jgGvWC8icBVtEj0ZzCvBf,
already_same,875,Strangelove,Bat for Lashes,3 Song EP,5TqDSADkGcGAK7bVK2ekS5,5TqDSADkGcGAK7bVK2ekS5
already_same,876,Ichiban,Batsauce,Starcrossed,3F9InZxK1UYJWU2Zn7EoIc,3F9InZxK1UYJWU2Zn7EoIc
already_same,877,All We Ever Wanted Was Everything,Bauhaus,The Sky's Gone Out,6Q9kdCHXpAef5YbKXKeG9M,6Q9kdCHXpAef5YbKXKeG9M
safe_to_copy_spotify_id_to_spotify_track_id,878,Bela Lugosi's Dead,Bauhaus,Crackle,1wyVyr8OhYsC9l0WgPPbh8,
safe_to_copy_spotify_id_to_spotify_track_id,879,Love Again,Baxter,Baxter,4cWgaByBNVNwjGs4zMuYrr,
safe_to_copy_spotify_id_to_spotify_track_id,880,TESSELLATE,BAYNK & Tei Shi TESSELLATE,TESSELLATE - Single,7cD5QLy657vZnf4fAtK622,
safe_to_copy_spotify_id_to_spotify_track_id,881,TESSELLATE,"BAYNK, Tei Shi",TESSELLATE,7cD5QLy657vZnf4fAtK622,
already_same,1011,Lazuli,Beach House,Bloom,6HdMeOwJXD3oY1Thn1bsCY,6HdMeOwJXD3oY1Thn1bsCY
already_same,1012,Myth,Beach House,Bloom,2NfxtzCIrpCmJX5Z2KMdD5,2NfxtzCIrpCmJX5Z2KMdD5
already_same,1013,Space Song,Beach House,Depression Cherry,7H0ya83CMmgFcOhw0UB6ow,7H0ya83CMmgFcOhw0UB6ow
safe_to_copy_spotify_id_to_spotify_track_id,1014,Giants,Bear Hands,Distraction,6slUSYebDf26xudTca2gou,
safe_to_copy_spotify_id_to_spotify_track_id,1015,The Bug,Bear Hands,Distraction,1gonfKDxbpoFkUWslmq5UK,
safe_to_copy_spotify_id_to_spotify_track_id,1016,Fight for Your Right,Beastie Boys,Gold '99,5NLuC70kZQv8q34QyQa1DP,
safe_to_copy_spotify_id_to_spotify_track_id,1017,Sabotage,Beastie Boys,Ill Communication,0Puj4YlTm6xNzDDADXHMI9,
already_same,1018,Sure Shot,Beastie Boys,"1999-05-20: Hordern Pavilion, Sydney, Australia",21REQ1bCUWphT2QK3bLWYQ,21REQ1bCUWphT2QK3bLWYQ
safe_to_copy_spotify_id_to_spotify_track_id,1023,Battle,Beats Antique,Tribal Derivations,2Kjq2umIezGyaISoUXmkY3,
safe_to_copy_spotify_id_to_spotify_track_id,1024,Beauty Beats,Beats Antique,Collide,0Jk5J9HrDmCEKV7xYmaB6m,
safe_to_copy_spotify_id_to_spotify_track_id,1025,Mission,Beats Antique,Tribal Beats Music For The Strange And Beautiful,1myuwygfy0WdL4knyfNutK,
safe_to_copy_spotify_id_to_spotify_track_id,1026,Relic,Beats Antique,Tribal Derivations,2WBXRelNw8gEydAkbQffYE,
safe_to_copy_spotify_id_to_spotify_track_id,1027,Slow,Beats Antique,Tribal Derivations,2Q3hmoWAl5m5tscjsYqmu6,
already_same,1028,Tabla Toy,Beats Antique,Tribal Derivations,66cq0qoREhOuxDUm3T7O2A,66cq0qoREhOuxDUm3T7O2A
safe_to_copy_spotify_id_to_spotify_track_id,1029,Do I Wanna Know?,Beau + Luci,Do I Wanna Know? (Cover Nominees),5pFgnnvpslDo3sfxtH7PtW,
safe_to_copy_spotify_id_to_spotify_track_id,1030,Do I Wanna Know?,Beau + Luci & Do I Wanna Know?,4:28,5pFgnnvpslDo3sfxtH7PtW,
already_same,1032,City,Beauty's Confusion,Breathe In,1GJrYnDN7DRLZHxPtlUtiE,1GJrYnDN7DRLZHxPtlUtiE
already_same,1033,Moments Like These,Beauty's Confusion,Breathe In,690VYCFMFmzfEwVG2GUEzO,690VYCFMFmzfEwVG2GUEzO
already_same,1034,Walls,Beauty's Confusion,Breathe In,4R0LNtWYMyB1wpU58IixeH,4R0LNtWYMyB1wpU58IixeH
already_same,1035,Whirlwind,Beauty's Confusion,Breathe In,1CxqGuJvTA65n2pz36ytHL,1CxqGuJvTA65n2pz36ytHL
safe_to_copy_spotify_id_to_spotify_track_id,1036,Attente,Beauvois,Attente,68FklWGUQj6uI1bwCBKynh,
safe_to_copy_spotify_id_to_spotify_track_id,1037,Cada Beijo (Thievery Corporation mix),Bebel Gilberto,Bebel Gilberto Remixed,5g9QMbvHyLSVDv4EuglxeZ,
safe_to_copy_spotify_id_to_spotify_track_id,1038,Rio,Bebel Gilberto,The Time Is Now!,6yqnededCEGVaJYZSxpPle,
safe_to_copy_spotify_id_to_spotify_track_id,1039,#1 Crush,Beca #1 Crush,#1 Crush,6I3uQChX5ubeZoYzYCrglD,
safe_to_copy_spotify_id_to_spotify_track_id,1040,Clap Hands,Beck,Guerolito,2aAXZWMjMd5EJ8Ni3m0kj5,
safe_to_copy_spotify_id_to_spotify_track_id,1041,Dark Star,Beck,The Information,4XeSZ1rZ5O8iTWmnCu7hio,
safe_to_copy_spotify_id_to_spotify_track_id,1042,Debra (2 Meter Session),Beck,"Jan Douwe Kroeske presents: 2 Meter Sessions, Vol. 10",7FJjnr0SEOms7usVh5kwat,
safe_to_copy_spotify_id_to_spotify_track_id,1043,Devil's Haircut,Beck,Odelay,3Wx15gZFL2hO27AVh3FwG5,
safe_to_copy_spotify_id_to_spotify_track_id,1044,Loser,Beck,Loser,5PntSbMHC1ud6Vvl8x56qd,
safe_to_copy_spotify_id_to_spotify_track_id,1045,Lost Cause,Beck,Sea Change,29i8axWOLDmgbiutJb9prB,
safe_to_copy_spotify_id_to_spotify_track_id,1046,Old Man,Beck,Old Man (Cover Nominees),56LNNaTpa4fNuduLV6S0zs,
already_same,1047,The Golden Age,Beck,Sea Change,1bGas968flWbyqIdVqlHt4,1bGas968flWbyqIdVqlHt4
safe_to_copy_spotify_id_to_spotify_track_id,1048,Where It's At,Beck,Odelay (Deluxe Edition),0myfUjrUP8kMrk48nOXAY0,
safe_to_copy_spotify_id_to_spotify_track_id,1049,Your Cheatin' Heart,Beck,Hank Williams Timeless (Cover Nominees),7n45CDbjIvTJpJhCSztRgI,
safe_to_copy_spotify_id_to_spotify_track_id,1050,Old Man,Beck & Old Man,3:29,56LNNaTpa4fNuduLV6S0zs,
safe_to_copy_spotify_id_to_spotify_track_id,1054,In My Head,Bedroom,In My Head,5vwXQUwkpmnkJrfv69L6Mp,
safe_to_copy_spotify_id_to_spotify_track_id,1056,Stayin' Alive,Bee Gees,Greatest,3mRM4NM8iO7UBqrSigCQFH,
already_same,1058,Circle in the Sand,Belinda Carlisle,Heaven On Earth (Deluxe Edition),7tnaJafrZIsEatUB5O1pQk,7tnaJafrZIsEatUB5O1pQk
already_same,1059,I Get Weak,Belinda Carlisle,Heaven On Earth (Deluxe Edition),3FGZL1koITYdeONMpjy9ik,3FGZL1koITYdeONMpjy9ik
safe_to_copy_spotify_id_to_spotify_track_id,1060,Happy Together,Bella Kaye,Happy Together (Playlist: Liked videos),1qzEwuehSJYNPQrxenjn4k,
already_same,1061,"Longer Days, Longer Nights",Belleruche,Shapes: Rectangles,2tUcumrpIydAPd59HXoL3w,2tUcumrpIydAPd59HXoL3w
already_same,1062,You Me Us Them,Belleruche,270 Stories,0iZmxhW4KCCGiQPuKuYUjt,0iZmxhW4KCCGiQPuKuYUjt
safe_to_copy_spotify_id_to_spotify_track_id,1063,Losing My Religion,BELLSAINT,Losing My Religion,5yd5rpfgN97nIDZJmRGcVQ,
safe_to_copy_spotify_id_to_spotify_track_id,1064,"Uninvited (From ""Little Fires Everywhere"")",BELLSAINT,"Uninvited (From ""Little Fires Everywhere"") (Cover Nominees)",3UzTRBCsgcfhZuhn3jtV9X,
safe_to_copy_spotify_id_to_spotify_track_id,1065,Feed the Tree,Belly,Star,3L19vBWH4jTHNXbuBaHbUN,
safe_to_copy_spotify_id_to_spotify_track_id,1066,Beyond Beliefs,Ben Böhmer,Begin Again,58ney0bG2Vwecj8QzNGRkV,
safe_to_copy_spotify_id_to_spotify_track_id,1067,Breathing,"Ben Böhmer, Nils Hoffmann & Malou Breathing",Breathing - Single,1MvLmHeLkaNgUScgbUVnWJ,
safe_to_copy_spotify_id_to_spotify_track_id,1068,Breathing,"Ben Böhmer, Nils Hoffmann, Malou",Breathing,1MvLmHeLkaNgUScgbUVnWJ,
safe_to_copy_spotify_id_to_spotify_track_id,1069,Weightless (jamesjamesjames Remix),"Ben Böhmer, Panama, jamesjamesjames",Weightless (jamesjamesjames Remix),1a3u6JpaSEndtkzDyUFOqC,
safe_to_copy_spotify_id_to_spotify_track_id,1070,All Shook Up,Ben Folds Five,Fifty-Five Vault,6eE9rU5qw4rIkczWmAO9sS,
already_same,1071,Brick,Ben Folds Five,Whatever And Ever Amen (Remastered Edition),4jKq1e80xAYixkIwt6YyV1,4jKq1e80xAYixkIwt6YyV1
safe_to_copy_spotify_id_to_spotify_track_id,1072,Champagne Supernova,Ben Folds Five,Battle of Who Could Care Less,3sqG8ipE0qrWK8PVKjKVZn,
already_same,1074,Keep Your Head Up,Ben Howard,Every Kingdom (Deluxe Edition),5fpEDGQX0Ah3utGnFYulQZ,5fpEDGQX0Ah3utGnFYulQZ
safe_to_copy_spotify_id_to_spotify_track_id,1075,Oats In The Water,Ben Howard,The Burgh Island EP,4dr5sJ1p6mdNpK3fIUz8vR,
safe_to_copy_spotify_id_to_spotify_track_id,1076,Promise,Ben Howard,Every Kingdom (Deluxe Edition),4qyfir5Yr7nfo05g6cyFMT,
safe_to_copy_spotify_id_to_spotify_track_id,1079,eden,Ben Khan 1992 EP,1992 - EP,6yQQ47hBkVGIn94nijq5rj,
safe_to_copy_spotify_id_to_spotify_track_id,1080,Animal,Ben Lee,Ben Lee Sings Against Me! New Wave,5WCfiHwLOXzu62mNh7NrB4,
safe_to_copy_spotify_id_to_spotify_track_id,1081,Catch My Disease,Ben Lee,Awake Is the New Sleep,18qiraxE3JznGhJyx5J28Y,
safe_to_copy_spotify_id_to_spotify_track_id,1083,Glory Box,Ben Taylor,Deeper Than Gravity,0yIL0gozKyH9wOapwoMtoI,
safe_to_copy_spotify_id_to_spotify_track_id,1084,Do I Wanna Know? (Acoustic),Ben Weighill,Cloudsmiff,66Y9rP5ps1INLr6bDkazuL,
safe_to_copy_spotify_id_to_spotify_track_id,1085,Do I Wanna Know? (Acoustic),Ben Weighill & Cloudsmiff,Do I Wanna Know? (Acoustic) (Cover Nominees),66Y9rP5ps1INLr6bDkazuL,
safe_to_copy_spotify_id_to_spotify_track_id,1088,Beautiful Things,Benson Boone,Fireworks & Rollerblades,6tNQ70jh4OwmPGpYy6R2o9,
conflict_spotify_id_differs_from_track_id,1089,Always,Bent,Programmed to Love,7ECDD5PX9KEVSwFqgAbwjT,4lsGBZWdjhnLBLY8Xp38g0
already_same,1090,Private Road,Bent,Programmed to Love,06Fora692aYFlELT7HQcl2,06Fora692aYFlELT7HQcl2
already_same,1091,Swollen,Bent,Best of (Deluxe Edition),3NqzZ9c9mUiKrsEUHceN3c,3NqzZ9c9mUiKrsEUHceN3c
already_same,1092,Transparent stones,Bergman,Inner,5ZScDoxqCWxJH8UANntYth,5ZScDoxqCWxJH8UANntYth
safe_to_copy_spotify_id_to_spotify_track_id,1093,Billie Jean,Berk,& The Virtual Band Jazz Chill,18V2hiTKetTC4CFnZTfg4E,
safe_to_copy_spotify_id_to_spotify_track_id,1095,Englishman in New York,Berk,"Jazz Chill, Vol.5",3S404XiKzUnSnhiXmuCkML,
safe_to_copy_spotify_id_to_spotify_track_id,1096,Enjoy the Silence,Berk,"Jazz Chill, Vol.3",24CrE9N3C44tvBeoJNtOq7,
safe_to_copy_spotify_id_to_spotify_track_id,1097,Forever Young,Berk,"Jazz Chill, Vol.4",293i5xJxA1mmBFkqdLo2gv,
safe_to_copy_spotify_id_to_spotify_track_id,1098,Personal Jesus,Berk,& The Virtual Band Jazz Chill,6DHT2MO6jzisNLdVsPH5Su,
safe_to_copy_spotify_id_to_spotify_track_id,1101,Send Me an Angel,Berk,"Jazz Chill, Vol.5",6XRvtzWB5cjWl08K9Bnbwd,
safe_to_copy_spotify_id_to_spotify_track_id,1103,Viva La Vida,Berk,"Jazz Chill, Vol.3",20oDwFagT4JFa2YbTpZDcN,
safe_to_copy_spotify_id_to_spotify_track_id,1104,Wonderwall,Berk,"Jazz Chill, Vol.3",472j8ZCfSnXJsgKkJrewG4,
safe_to_copy_spotify_id_to_spotify_track_id,1105,Billie Jean,Berk & The Virtual Band,Jazz Chill,18V2hiTKetTC4CFnZTfg4E,
safe_to_copy_spotify_id_to_spotify_track_id,1107,Englishman in New York,Berk & The Virtual Band,"Jazz Chill, Vol.5",3S404XiKzUnSnhiXmuCkML,
safe_to_copy_spotify_id_to_spotify_track_id,1108,Enjoy the Silence,Berk & The Virtual Band,"Jazz Chill, Vol. 3",24CrE9N3C44tvBeoJNtOq7,
safe_to_copy_spotify_id_to_spotify_track_id,1109,Forever Young,Berk & The Virtual Band,"Jazz Chill, Vol. 4",293i5xJxA1mmBFkqdLo2gv,
safe_to_copy_spotify_id_to_spotify_track_id,1110,Personal Jesus,Berk & The Virtual Band,Jazz Chill (Cover Nominees),6DHT2MO6jzisNLdVsPH5Su,
safe_to_copy_spotify_id_to_spotify_track_id,1111,Relax,Berk & The Virtual Band,Jazz Chill Vol.6,5qNXPZgWpVF1r9ghRX5N6W,
safe_to_copy_spotify_id_to_spotify_track_id,1115,Send Me an Angel,Berk & The Virtual Band,"Jazz Chill, Vol.5 (Cover Nominees)",6XRvtzWB5cjWl08K9Bnbwd,
safe_to_copy_spotify_id_to_spotify_track_id,1116,Take on Me,Berk & The Virtual Band,Very Ballroom 7,6KuC90IMn7r96wPd9tacrn,
safe_to_copy_spotify_id_to_spotify_track_id,1118,Viva la Vida,Berk & The Virtual Band,"Jazz Chill, Vol. 3",20oDwFagT4JFa2YbTpZDcN,
safe_to_copy_spotify_id_to_spotify_track_id,1119,Wonderwall,Berk & The Virtual Band,"Jazz Chill, Vol. 3 (Cover Nominees)",472j8ZCfSnXJsgKkJrewG4,
safe_to_copy_spotify_id_to_spotify_track_id,1120,Billie Jean,Berk & The Virtual Band & Jazz Chill,5:06,18V2hiTKetTC4CFnZTfg4E,
safe_to_copy_spotify_id_to_spotify_track_id,1121,Personal Jesus,Berk & The Virtual Band & Jazz Chill,3:35,6DHT2MO6jzisNLdVsPH5Su,
safe_to_copy_spotify_id_to_spotify_track_id,1124,Enjoy the Silence,"Berk & The Virtual Band & Jazz Chill, Vol. 3",3:53,24CrE9N3C44tvBeoJNtOq7,
safe_to_copy_spotify_id_to_spotify_track_id,1125,Viva La Vida,"Berk & The Virtual Band & Jazz Chill, Vol. 3",4:23,20oDwFagT4JFa2YbTpZDcN,
safe_to_copy_spotify_id_to_spotify_track_id,1126,Wonderwall,"Berk & The Virtual Band & Jazz Chill, Vol. 3",2:46,472j8ZCfSnXJsgKkJrewG4,
safe_to_copy_spotify_id_to_spotify_track_id,1127,Forever Young,"Berk & The Virtual Band & Jazz Chill, Vol. 4",3:50,293i5xJxA1mmBFkqdLo2gv,
safe_to_copy_spotify_id_to_spotify_track_id,1128,Englishman in New York,"Berk & The Virtual Band & Jazz Chill, Vol.5",4:40,3S404XiKzUnSnhiXmuCkML,
safe_to_copy_spotify_id_to_spotify_track_id,1129,Send Me an Angel,"Berk & The Virtual Band & Jazz Chill, Vol.5",3:42,6XRvtzWB5cjWl08K9Bnbwd,
safe_to_copy_spotify_id_to_spotify_track_id,1143,Take My Breath Away,Berlin,NOW Presents: The 80s,15MJ5NThPjj6xhPcts8MiY,
safe_to_copy_spotify_id_to_spotify_track_id,1144,The Metro,Berlin,Pleasure Victim,3Mp0s4jN8X7J74Qt6sgDXl,
already_same,1145,Autoradio 2,BERNHARD REISS,Aether,33Wc4UzCf1AWHY9nJY4oOt,33Wc4UzCf1AWHY9nJY4oOt
already_same,1146,The Lotus,Berry Weight,Music for Imaginary Movies,38WyOYNAl52b7Gc37mbTnO,38WyOYNAl52b7Gc37mbTnO
already_same,1147,Yeti's Lament,Berry Weight,Café del Mar Jazz 4,4bsSYMt3bytGbLIwmOoh5P,4bsSYMt3bytGbLIwmOoh5P
already_same,1148,Es kann nicht ewig Winter sein,Bersarin Quartett,Bersarin Quartett,6qL0YKYQ0M9dzDu1T7TSLd,6qL0YKYQ0M9dzDu1T7TSLd
already_same,1149,Mehr als alles andere,Bersarin Quartett,Bersarin Quartett,54pmT3jHt6FuCr1S6ydI0C,54pmT3jHt6FuCr1S6ydI0C
safe_to_copy_spotify_id_to_spotify_track_id,1150,A Little Respect,Beth,Uncovered (Acoustic),5JWoncKdu9tOfYpRlXvdQa,
safe_to_copy_spotify_id_to_spotify_track_id,1151,The Scientist (Acoustic),Beth,The Scientist (Acoustic) (Cover Nominees),5J2ZFB7p7087vLpXT4seLC,
safe_to_copy_spotify_id_to_spotify_track_id,1152,Yellow (Acoustic),Beth,Yellow (Acoustic) (Cover Nominees),0mIClKcy1etYPibvefySkD,
safe_to_copy_spotify_id_to_spotify_track_id,1153,A Little Respect,Beth & Uncovered (Acoustic),2:34,5JWoncKdu9tOfYpRlXvdQa,
safe_to_copy_spotify_id_to_spotify_track_id,1155,Caught Out In The Rain,Beth Hart,Bang Bang Boom Boom,7nAlg457jECNXuwbxMRkPB,
safe_to_copy_spotify_id_to_spotify_track_id,1156,Kashmir,Beth Hart,A Tribute To Led Zeppelin (Cover Nominees),2DjT9RMGGd84Jl4JAzMXMX,
safe_to_copy_spotify_id_to_spotify_track_id,1157,No Quarter,Beth Hart,A Tribute To Led Zeppelin (Cover Nominees),3Qu7CPzps4hvAOeSDcLJzE,
safe_to_copy_spotify_id_to_spotify_track_id,1158,The Rain Song,Beth Hart,A Tribute To Led Zeppelin (Cover Nominees),7nAlg457jECNXuwbxMRkPB,
safe_to_copy_spotify_id_to_spotify_track_id,1159,Kashmir,Beth Hart & A Tribute To Led Zeppelin,8:16,2DjT9RMGGd84Jl4JAzMXMX,
safe_to_copy_spotify_id_to_spotify_track_id,1160,No Quarter,Beth Hart & A Tribute To Led Zeppelin,3:23,3Qu7CPzps4hvAOeSDcLJzE,
safe_to_copy_spotify_id_to_spotify_track_id,1161,The Rain Song,Beth Hart & A Tribute To Led Zeppelin,7:54,7nAlg457jECNXuwbxMRkPB,
already_same,1165,Anywhere,Beth Orton,J. Jill Songbook,2Ey9UzES0aW3f7ypranxG6,2Ey9UzES0aW3f7ypranxG6
safe_to_copy_spotify_id_to_spotify_track_id,1166,Concrete Sky,Beth Orton,Daybreaker,3YztNqzvjF7MKI3Rm40qfo,
safe_to_copy_spotify_id_to_spotify_track_id,1167,Concrete Sky (acoustic),Beth Orton,The Other Side of Daybreak,18OOZgaKfvnCsmwZ5LDTEE,
already_same,1168,She Cries Your Name,Beth Orton,On the Mountain 4,4UJ7il10deAhyCvzu7qdcF,4UJ7il10deAhyCvzu7qdcF
safe_to_copy_spotify_id_to_spotify_track_id,1169,Central Reservation - Spiritual Life - Ibadan Edit,"Beth Orton, Joaquin "" Joe"" Claussell, Jerome Sydenham",Pass In Time- The Definitive Collection,6dgKHNwngP42Iww8HOsSH6,
safe_to_copy_spotify_id_to_spotify_track_id,1170,Bicycle Race,Between the Buried and Me,The Anatomy Of,0p0Cb6FuYa8Ojpb5I6tkdz,
safe_to_copy_spotify_id_to_spotify_track_id,1171,Come as You Are,Beverley Knight,Voice: The Best of Beverley Knight,0p49ATNwtjh4x1ksojll78,
safe_to_copy_spotify_id_to_spotify_track_id,1175,Apricots,Bicep,Isles,0WfOuXw05LJq4ik1lVvTzi,
safe_to_copy_spotify_id_to_spotify_track_id,1176,Glue,Bicep,Bicep,2aJDlirz6v2a4HREki98cP,
safe_to_copy_spotify_id_to_spotify_track_id,1177,Black Chandelier,Biffy Clyro,Opposites,3PnMua6rBLkc2MZ9atsSOq,
already_same,1178,Chance,Big Country,The Crossing (Deluxe Edition),256HFTAUJJ2x5YuSQNA9OH,256HFTAUJJ2x5YuSQNA9OH
safe_to_copy_spotify_id_to_spotify_track_id,1179,In A Big Country,Big Country,The Crossing,1tAFvq63jO3n9WaDCZPJNh,
safe_to_copy_spotify_id_to_spotify_track_id,1180,In a Big Country (2 Meter Session),Big Country,Jan Douwe Kroeske presents: The Best of 2 Meter Sessions 1987-2009,6OxypPqK7KqzNoD7APrCL9,
safe_to_copy_spotify_id_to_spotify_track_id,1181,In A Big Country (Radio Edit),Big Country,Through A Big Country: Greatest Hits,2eKuTki5i6iuxgzDHyqD6Q,
safe_to_copy_spotify_id_to_spotify_track_id,1182,Woodstock (2 Meter Session),Big Country,"Jan Douwe Kroeske presents: 2 Meter Sessions, Vol. 6",1TJlhZLpWzEuP3zK116npl,
safe_to_copy_spotify_id_to_spotify_track_id,1183,Dangerous,Big Data,& Joywave 1.0,2PeKCn8NSGQXAHONaCh3wB,
safe_to_copy_spotify_id_to_spotify_track_id,1185,Dangerous,"Big Data, Joywave","2.0 (Playlist: July 25, 2019 Random Upbeat)",2PeKCn8NSGQXAHONaCh3wB,
safe_to_copy_spotify_id_to_spotify_track_id,1186,Boom Boom,Big Head Todd and The Monsters,The Waterboy,0cvCArAiYZcWg1v0DRCxFC,
safe_to_copy_spotify_id_to_spotify_track_id,1187,Circle (2 Meter Session),Big Head Todd and the Monsters,"Jan Douwe Kroeske presents: 2 Meter Sessions, Vol. 6",2vrU2GLQDZwmGjWfnkGjeA,
safe_to_copy_spotify_id_to_spotify_track_id,1188,Don't Tell Me You Love Me,Big Sean,Finally Famous,0O29lIj6AZCrjCKyZjhdCE,
safe_to_copy_spotify_id_to_spotify_track_id,1189,La Marinada,Bill Laurance & Michael League Where You Wish You Were,Where You Wish You Were,3vYdVVIzRivEU4EGezZIzu,
safe_to_copy_spotify_id_to_spotify_track_id,1190,La Marinada,"Bill Laurance, Michael League",Where You Wish You Were,3vYdVVIzRivEU4EGezZIzu,
safe_to_copy_spotify_id_to_spotify_track_id,1191,Ain't no sunshine,Bill Withers,Just As I Am,1k1Bqnv2R0uJXQN4u6LKYt,
safe_to_copy_spotify_id_to_spotify_track_id,1192,Lovely Day,Bill Withers,Menagerie,0bRXwKfigvpKZUurwqAlEh,
safe_to_copy_spotify_id_to_spotify_track_id,1193,"Lovely Day (7"" Sunshine Mix)",Bill Withers,80s 100 Hits,5XZbBdu9G5tFnwYfequdV7,
safe_to_copy_spotify_id_to_spotify_track_id,1194,Use Me,Bill Withers,Lean on Me: The Best of Bill Withers,4gRA0i5sxx3jAhHaVjPnUN,
